Date,Total Electric Load,Grid Serving Load,Battery State of Charge,ElectricStorage Serving Load
2022-01-01T00:00:00.0,1179,1169.356,9.644,9.644
2022-01-01T01:00:00.0,1121,1121.0,0.0,0.0
2022-01-01T02:00:00.0,1113,1113.0,0.0,0.0
2022-01-01T03:00:00.0,1117,1117.0,0.0,0.0
2022-01-01T04:00:00.0,1153,1153.0,0.0,0.0
2022-01-01T05:00:00.0,1161,1161.0,0.0,0.0
2022-01-01T06:00:00.0,1153,1153.0,0.0,0.0
2022-01-01T07:00:00.0,1161,1161.0,0.0,0.0
2022-01-01T08:00:00.0,1156,1156.0,0.0,0.0
2022-01-01T09:00:00.0,1161,1161.0,0.0,0.0
2022-01-01T10:00:00.0,1166,1140.282,25.718,25.718
2022-01-01T11:00:00.0,1171,1171.0,0.0,0.0
2022-01-01T12:00:00.0,1179,1179.0,0.0,0.0
2022-01-01T13:00:00.0,1188,1188.0,0.0,0.0
2022-01-01T14:00:00.0,1159,1159.0,0.0,0.0
2022-01-01T15:00:00.0,1115,1115.0,0.0,0.0
2022-01-01T16:00:00.0,1114,1114.0,0.0,0.0
2022-01-01T17:00:00.0,1114,1114.0,0.0,0.0
2022-01-01T18:00:00.0,1120,1120.0,0.0,0.0
2022-01-01T19:00:00.0,1188,1188.0,0.0,0.0
2022-01-01T20:00:00.0,1113,1113.0,0.0,0.0
2022-01-01T21:00:00.0,1084,1084.0,0.0,0.0
2022-01-01T22:00:00.0,1081,1081.0,0.0,0.0
2022-01-01T23:00:00.0,1074,1074.0,0.0,0.0
2022-01-02T00:00:00.0,1045,1019.282,25.718,25.718
2022-01-02T01:00:00.0,1032,1032.0,0.0,0.0
2022-01-02T02:00:00.0,1039,1039.0,0.0,0.0
2022-01-02T03:00:00.0,1039,1039.0,0.0,0.0
2022-01-02T04:00:00.0,1032,1032.0,0.0,0.0
2022-01-02T05:00:00.0,1031,1031.0,0.0,0.0
2022-01-02T06:00:00.0,1038,1038.0,0.0,0.0
2022-01-02T07:00:00.0,1196,1196.0,0.0,0.0
2022-01-02T08:00:00.0,1219,1193.282,25.718,25.718
2022-01-02T09:00:00.0,1252,1252.0,0.0,0.0
2022-01-02T10:00:00.0,1534,1534.0,0.0,0.0
2022-01-02T11:00:00.0,1559,1559.0,0.0,0.0
2022-01-02T12:00:00.0,1597,1597.0,0.0,0.0
2022-01-02T13:00:00.0,1628,1628.0,0.0,0.0
2022-01-02T14:00:00.0,1653,1653.0,0.0,0.0
2022-01-02T15:00:00.0,1582,1582.0,0.0,0.0
2022-01-02T16:00:00.0,1514,1514.0,0.0,0.0
2022-01-02T17:00:00.0,1517,1517.0,0.0,0.0
2022-01-02T18:00:00.0,1562,1562.0,0.0,0.0
2022-01-02T19:00:00.0,1556,1556.0,0.0,0.0
2022-01-02T20:00:00.0,1553,1553.0,0.0,0.0
2022-01-02T21:00:00.0,1735,1735.0,0.0,0.0
2022-01-02T22:00:00.0,1940,1940.0,0.0,0.0
2022-01-02T23:00:00.0,2141,2141.0,0.0,0.0
2022-01-03T00:00:00.0,2485,2459.282,25.718,25.718
2022-01-03T01:00:00.0,2645,2645.0,0.0,0.0
2022-01-03T02:00:00.0,2765,2765.0,0.0,0.0
2022-01-03T03:00:00.0,2844,2844.0,0.0,0.0
2022-01-03T04:00:00.0,2845,2845.0,0.0,0.0
2022-01-03T05:00:00.0,2802,2802.0,0.0,0.0
2022-01-03T06:00:00.0,2863,2863.0,0.0,0.0
2022-01-03T07:00:00.0,2898,2898.0,0.0,0.0
2022-01-03T08:00:00.0,3075,3049.282,25.718,25.718
2022-01-03T09:00:00.0,3201,3201.0,0.0,0.0
2022-01-03T10:00:00.0,3111,3111.0,0.0,0.0
2022-01-03T11:00:00.0,3197,3197.0,0.0,0.0
2022-01-03T12:00:00.0,3217,3217.0,0.0,0.0
2022-01-03T13:00:00.0,3164,3164.0,0.0,0.0
2022-01-03T14:00:00.0,3103,3103.0,0.0,0.0
2022-01-03T15:00:00.0,3074,3074.0,0.0,0.0
2022-01-03T16:00:00.0,3201,3201.0,0.0,0.0
2022-01-03T17:00:00.0,2990,2990.0,0.0,0.0
2022-01-03T18:00:00.0,2973,2973.0,0.0,0.0
2022-01-03T19:00:00.0,2945,2945.0,0.0,0.0
2022-01-03T20:00:00.0,3063,3063.0,0.0,0.0
2022-01-03T21:00:00.0,2826,2826.0,0.0,0.0
2022-01-03T22:00:00.0,2905,2905.0,0.0,0.0
2022-01-03T23:00:00.0,2909,2909.0,0.0,0.0
2022-01-04T00:00:00.0,2881,2855.282,25.718,25.718
2022-01-04T01:00:00.0,2937,2937.0,0.0,0.0
2022-01-04T02:00:00.0,2891,2891.0,0.0,0.0
2022-01-04T03:00:00.0,2887,2887.0,0.0,0.0
2022-01-04T04:00:00.0,2914,2914.0,0.0,0.0
2022-01-04T05:00:00.0,2971,2971.0,0.0,0.0
2022-01-04T06:00:00.0,3265,3265.0,0.0,0.0
2022-01-04T07:00:00.0,3302,3302.0,0.0,0.0
2022-01-04T08:00:00.0,3304,3278.282,25.718,25.718
2022-01-04T09:00:00.0,3401,3401.0,0.0,0.0
2022-01-04T10:00:00.0,3428,3428.0,0.0,0.0
2022-01-04T11:00:00.0,3525,3525.0,0.0,0.0
2022-01-04T12:00:00.0,3563,3563.0,0.0,0.0
2022-01-04T13:00:00.0,3376,3376.0,0.0,0.0
2022-01-04T14:00:00.0,3295,3295.0,0.0,0.0
2022-01-04T15:00:00.0,3308,3308.0,0.0,0.0
2022-01-04T16:00:00.0,3295,3295.0,0.0,0.0
2022-01-04T17:00:00.0,3193,3193.0,0.0,0.0
2022-01-04T18:00:00.0,3249,3249.0,0.0,0.0
2022-01-04T19:00:00.0,3233,3233.0,0.0,0.0
2022-01-04T20:00:00.0,3296,3296.0,0.0,0.0
2022-01-04T21:00:00.0,3167,3167.0,0.0,0.0
2022-01-04T22:00:00.0,3108,3108.0,0.0,0.0
2022-01-04T23:00:00.0,2993,2993.0,0.0,0.0
2022-01-05T00:00:00.0,3008,2982.282,25.718,25.718
2022-01-05T01:00:00.0,3013,3013.0,0.0,0.0
2022-01-05T02:00:00.0,2920,2920.0,0.0,0.0
2022-01-05T03:00:00.0,3003,3003.0,0.0,0.0
2022-01-05T04:00:00.0,3038,3038.0,0.0,0.0
2022-01-05T05:00:00.0,3065,3065.0,0.0,0.0
2022-01-05T06:00:00.0,3291,3291.0,0.0,0.0
2022-01-05T07:00:00.0,3399,3399.0,0.0,0.0
2022-01-05T08:00:00.0,3289,3263.282,25.718,25.718
2022-01-05T09:00:00.0,3401,3401.0,0.0,0.0
2022-01-05T10:00:00.0,3374,3374.0,0.0,0.0
2022-01-05T11:00:00.0,3353,3353.0,0.0,0.0
2022-01-05T12:00:00.0,3310,3310.0,0.0,0.0
2022-01-05T13:00:00.0,3383,3383.0,0.0,0.0
2022-01-05T14:00:00.0,3341,3341.0,0.0,0.0
2022-01-05T15:00:00.0,3061,3061.0,0.0,0.0
2022-01-05T16:00:00.0,3271,3271.0,0.0,0.0
2022-01-05T17:00:00.0,3183,3183.0,0.0,0.0
2022-01-05T18:00:00.0,3159,3159.0,0.0,0.0
2022-01-05T19:00:00.0,3183,3183.0,0.0,0.0
2022-01-05T20:00:00.0,3266,3266.0,0.0,0.0
2022-01-05T21:00:00.0,3210,3210.0,0.0,0.0
2022-01-05T22:00:00.0,3235,3235.0,0.0,0.0
2022-01-05T23:00:00.0,3140,3140.0,0.0,0.0
2022-01-06T00:00:00.0,3184,3158.282,25.718,25.718
2022-01-06T01:00:00.0,3236,3236.0,0.0,0.0
2022-01-06T02:00:00.0,3208,3208.0,0.0,0.0
2022-01-06T03:00:00.0,3146,3146.0,0.0,0.0
2022-01-06T04:00:00.0,3204,3204.0,0.0,0.0
2022-01-06T05:00:00.0,3179,3179.0,0.0,0.0
2022-01-06T06:00:00.0,3424,3424.0,0.0,0.0
2022-01-06T07:00:00.0,3611,3611.0,0.0,0.0
2022-01-06T08:00:00.0,3577,3551.282,25.718,25.718
2022-01-06T09:00:00.0,3572,3572.0,0.0,0.0
2022-01-06T10:00:00.0,3673,3673.0,0.0,0.0
2022-01-06T11:00:00.0,3707,3707.0,0.0,0.0
2022-01-06T12:00:00.0,3754,3754.0,0.0,0.0
2022-01-06T13:00:00.0,3588,3588.0,0.0,0.0
2022-01-06T14:00:00.0,3400,3400.0,0.0,0.0
2022-01-06T15:00:00.0,3238,3238.0,0.0,0.0
2022-01-06T16:00:00.0,3301,3301.0,0.0,0.0
2022-01-06T17:00:00.0,3272,3272.0,0.0,0.0
2022-01-06T18:00:00.0,3247,3247.0,0.0,0.0
2022-01-06T19:00:00.0,3306,3306.0,0.0,0.0
2022-01-06T20:00:00.0,3226,3226.0,0.0,0.0
2022-01-06T21:00:00.0,3218,3218.0,0.0,0.0
2022-01-06T22:00:00.0,3189,3189.0,0.0,0.0
2022-01-06T23:00:00.0,3111,3111.0,0.0,0.0
2022-01-07T00:00:00.0,3163,3137.282,25.718,25.718
2022-01-07T01:00:00.0,3188,3188.0,0.0,0.0
2022-01-07T02:00:00.0,3078,3078.0,0.0,0.0
2022-01-07T03:00:00.0,3120,3120.0,0.0,0.0
2022-01-07T04:00:00.0,3116,3116.0,0.0,0.0
2022-01-07T05:00:00.0,3214,3214.0,0.0,0.0
2022-01-07T06:00:00.0,3447,3447.0,0.0,0.0
2022-01-07T07:00:00.0,3466,3466.0,0.0,0.0
2022-01-07T08:00:00.0,3555,3555.0,0.0,0.0
2022-01-07T09:00:00.0,3530,3530.0,0.0,0.0
2022-01-07T10:00:00.0,3484,3458.282,25.718,25.718
2022-01-07T11:00:00.0,3609,3609.0,0.0,0.0
2022-01-07T12:00:00.0,3441,3441.0,0.0,0.0
2022-01-07T13:00:00.0,3264,3264.0,0.0,0.0
2022-01-07T14:00:00.0,3237,3237.0,0.0,0.0
2022-01-07T15:00:00.0,3121,3121.0,0.0,0.0
2022-01-07T16:00:00.0,3243,3243.0,0.0,0.0
2022-01-07T17:00:00.0,3150,3150.0,0.0,0.0
2022-01-07T18:00:00.0,3102,3102.0,0.0,0.0
2022-01-07T19:00:00.0,3113,3113.0,0.0,0.0
2022-01-07T20:00:00.0,3174,3174.0,0.0,0.0
2022-01-07T21:00:00.0,3091,3091.0,0.0,0.0
2022-01-07T22:00:00.0,2959,2959.0,0.0,0.0
2022-01-07T23:00:00.0,3007,3007.0,0.0,0.0
2022-01-08T00:00:00.0,3028,3002.282,25.718,25.718
2022-01-08T01:00:00.0,2942,2942.0,0.0,0.0
2022-01-08T02:00:00.0,2954,2954.0,0.0,0.0
2022-01-08T03:00:00.0,2962,2962.0,0.0,0.0
2022-01-08T04:00:00.0,3056,3056.0,0.0,0.0
2022-01-08T05:00:00.0,3270,3270.0,0.0,0.0
2022-01-08T06:00:00.0,3355,3355.0,0.0,0.0
2022-01-08T07:00:00.0,3185,3185.0,0.0,0.0
2022-01-08T08:00:00.0,3282,3282.0,0.0,0.0
2022-01-08T09:00:00.0,3340,3340.0,0.0,0.0
2022-01-08T10:00:00.0,3163,3137.282,25.718,25.718
2022-01-08T11:00:00.0,3195,3195.0,0.0,0.0
2022-01-08T12:00:00.0,3121,3121.0,0.0,0.0
2022-01-08T13:00:00.0,2839,2839.0,0.0,0.0
2022-01-08T14:00:00.0,2634,2634.0,0.0,0.0
2022-01-08T15:00:00.0,2741,2741.0,0.0,0.0
2022-01-08T16:00:00.0,2754,2754.0,0.0,0.0
2022-01-08T17:00:00.0,2797,2797.0,0.0,0.0
2022-01-08T18:00:00.0,2920,2920.0,0.0,0.0
2022-01-08T19:00:00.0,2811,2811.0,0.0,0.0
2022-01-08T20:00:00.0,2739,2739.0,0.0,0.0
2022-01-08T21:00:00.0,2707,2707.0,0.0,0.0
2022-01-08T22:00:00.0,2631,2631.0,0.0,0.0
2022-01-08T23:00:00.0,2761,2761.0,0.0,0.0
2022-01-09T00:00:00.0,2793,2767.282,25.718,25.718
2022-01-09T01:00:00.0,2774,2774.0,0.0,0.0
2022-01-09T02:00:00.0,2780,2780.0,0.0,0.0
2022-01-09T03:00:00.0,2759,2759.0,0.0,0.0
2022-01-09T04:00:00.0,2725,2725.0,0.0,0.0
2022-01-09T05:00:00.0,2989,2989.0,0.0,0.0
2022-01-09T06:00:00.0,3209,3209.0,0.0,0.0
2022-01-09T07:00:00.0,3146,3146.0,0.0,0.0
2022-01-09T08:00:00.0,3292,3266.282,25.718,25.718
2022-01-09T09:00:00.0,3488,3488.0,0.0,0.0
2022-01-09T10:00:00.0,3577,3577.0,0.0,0.0
2022-01-09T11:00:00.0,3464,3464.0,0.0,0.0
2022-01-09T12:00:00.0,3527,3527.0,0.0,0.0
2022-01-09T13:00:00.0,3425,3425.0,0.0,0.0
2022-01-09T14:00:00.0,3227,3227.0,0.0,0.0
2022-01-09T15:00:00.0,3267,3267.0,0.0,0.0
2022-01-09T16:00:00.0,3309,3309.0,0.0,0.0
2022-01-09T17:00:00.0,3352,3352.0,0.0,0.0
2022-01-09T18:00:00.0,3391,3391.0,0.0,0.0
2022-01-09T19:00:00.0,3346,3346.0,0.0,0.0
2022-01-09T20:00:00.0,3342,3342.0,0.0,0.0
2022-01-09T21:00:00.0,3206,3206.0,0.0,0.0
2022-01-09T22:00:00.0,3157,3157.0,0.0,0.0
2022-01-09T23:00:00.0,3065,3065.0,0.0,0.0
2022-01-10T00:00:00.0,2994,2968.282,25.718,25.718
2022-01-10T01:00:00.0,2956,2956.0,0.0,0.0
2022-01-10T02:00:00.0,2887,2887.0,0.0,0.0
2022-01-10T03:00:00.0,2778,2778.0,0.0,0.0
2022-01-10T04:00:00.0,2902,2902.0,0.0,0.0
2022-01-10T05:00:00.0,3049,3049.0,0.0,0.0
2022-01-10T06:00:00.0,3355,3355.0,0.0,0.0
2022-01-10T07:00:00.0,3377,3377.0,0.0,0.0
2022-01-10T08:00:00.0,3510,3484.282,25.718,25.718
2022-01-10T09:00:00.0,3569,3569.0,0.0,0.0
2022-01-10T10:00:00.0,3639,3639.0,0.0,0.0
2022-01-10T11:00:00.0,3660,3660.0,0.0,0.0
2022-01-10T12:00:00.0,3544,3544.0,0.0,0.0
2022-01-10T13:00:00.0,3621,3621.0,0.0,0.0
2022-01-10T14:00:00.0,3375,3375.0,0.0,0.0
2022-01-10T15:00:00.0,3347,3347.0,0.0,0.0
2022-01-10T16:00:00.0,3258,3258.0,0.0,0.0
2022-01-10T17:00:00.0,3162,3162.0,0.0,0.0
2022-01-10T18:00:00.0,3213,3213.0,0.0,0.0
2022-01-10T19:00:00.0,3284,3284.0,0.0,0.0
2022-01-10T20:00:00.0,3301,3301.0,0.0,0.0
2022-01-10T21:00:00.0,3161,3161.0,0.0,0.0
2022-01-10T22:00:00.0,3122,3122.0,0.0,0.0
2022-01-10T23:00:00.0,3082,3082.0,0.0,0.0
2022-01-11T00:00:00.0,2968,2942.282,25.718,25.718
2022-01-11T01:00:00.0,3032,3032.0,0.0,0.0
2022-01-11T02:00:00.0,3180,3180.0,0.0,0.0
2022-01-11T03:00:00.0,3020,3020.0,0.0,0.0
2022-01-11T04:00:00.0,3065,3065.0,0.0,0.0
2022-01-11T05:00:00.0,3122,3122.0,0.0,0.0
2022-01-11T06:00:00.0,3318,3318.0,0.0,0.0
2022-01-11T07:00:00.0,3325,3325.0,0.0,0.0
2022-01-11T08:00:00.0,3450,3424.282,25.718,25.718
2022-01-11T09:00:00.0,3668,3668.0,0.0,0.0
2022-01-11T10:00:00.0,3743,3743.0,0.0,0.0
2022-01-11T11:00:00.0,3509,3509.0,0.0,0.0
2022-01-11T12:00:00.0,3445,3445.0,0.0,0.0
2022-01-11T13:00:00.0,3392,3392.0,0.0,0.0
2022-01-11T14:00:00.0,3239,3239.0,0.0,0.0
2022-01-11T15:00:00.0,3201,3201.0,0.0,0.0
2022-01-11T16:00:00.0,3414,3414.0,0.0,0.0
2022-01-11T17:00:00.0,3263,3263.0,0.0,0.0
2022-01-11T18:00:00.0,3295,3295.0,0.0,0.0
2022-01-11T19:00:00.0,3253,3253.0,0.0,0.0
2022-01-11T20:00:00.0,3337,3337.0,0.0,0.0
2022-01-11T21:00:00.0,3290,3290.0,0.0,0.0
2022-01-11T22:00:00.0,3188,3188.0,0.0,0.0
2022-01-11T23:00:00.0,3160,3160.0,0.0,0.0
2022-01-12T00:00:00.0,3120,3094.282,25.718,25.718
2022-01-12T01:00:00.0,3076,3076.0,0.0,0.0
2022-01-12T02:00:00.0,3003,3003.0,0.0,0.0
2022-01-12T03:00:00.0,2924,2924.0,0.0,0.0
2022-01-12T04:00:00.0,2988,2988.0,0.0,0.0
2022-01-12T05:00:00.0,3198,3198.0,0.0,0.0
2022-01-12T06:00:00.0,3276,3276.0,0.0,0.0
2022-01-12T07:00:00.0,3428,3428.0,0.0,0.0
2022-01-12T08:00:00.0,3551,3525.282,25.718,25.718
2022-01-12T09:00:00.0,3563,3563.0,0.0,0.0
2022-01-12T10:00:00.0,3569,3569.0,0.0,0.0
2022-01-12T11:00:00.0,3373,3373.0,0.0,0.0
2022-01-12T12:00:00.0,3443,3443.0,0.0,0.0
2022-01-12T13:00:00.0,3402,3402.0,0.0,0.0
2022-01-12T14:00:00.0,3361,3361.0,0.0,0.0
2022-01-12T15:00:00.0,3182,3182.0,0.0,0.0
2022-01-12T16:00:00.0,3272,3272.0,0.0,0.0
2022-01-12T17:00:00.0,3228,3228.0,0.0,0.0
2022-01-12T18:00:00.0,3249,3249.0,0.0,0.0
2022-01-12T19:00:00.0,3122,3122.0,0.0,0.0
2022-01-12T20:00:00.0,3079,3079.0,0.0,0.0
2022-01-12T21:00:00.0,3000,3000.0,0.0,0.0
2022-01-12T22:00:00.0,3098,3098.0,0.0,0.0
2022-01-12T23:00:00.0,3227,3227.0,0.0,0.0
2022-01-13T00:00:00.0,3182,3156.282,25.718,25.718
2022-01-13T01:00:00.0,3148,3148.0,0.0,0.0
2022-01-13T02:00:00.0,3098,3098.0,0.0,0.0
2022-01-13T03:00:00.0,3060,3060.0,0.0,0.0
2022-01-13T04:00:00.0,3025,3025.0,0.0,0.0
2022-01-13T05:00:00.0,3149,3149.0,0.0,0.0
2022-01-13T06:00:00.0,3206,3206.0,0.0,0.0
2022-01-13T07:00:00.0,3332,3332.0,0.0,0.0
2022-01-13T08:00:00.0,3402,3376.282,25.718,25.718
2022-01-13T09:00:00.0,3415,3415.0,0.0,0.0
2022-01-13T10:00:00.0,3560,3560.0,0.0,0.0
2022-01-13T11:00:00.0,3515,3515.0,0.0,0.0
2022-01-13T12:00:00.0,3597,3597.0,0.0,0.0
2022-01-13T13:00:00.0,3516,3516.0,0.0,0.0
2022-01-13T14:00:00.0,3272,3272.0,0.0,0.0
2022-01-13T15:00:00.0,3273,3273.0,0.0,0.0
2022-01-13T16:00:00.0,3216,3216.0,0.0,0.0
2022-01-13T17:00:00.0,2974,2974.0,0.0,0.0
2022-01-13T18:00:00.0,2945,2945.0,0.0,0.0
2022-01-13T19:00:00.0,3097,3097.0,0.0,0.0
2022-01-13T20:00:00.0,3100,3100.0,0.0,0.0
2022-01-13T21:00:00.0,3072,3072.0,0.0,0.0
2022-01-13T22:00:00.0,3047,3047.0,0.0,0.0
2022-01-13T23:00:00.0,2838,2838.0,0.0,0.0
2022-01-14T00:00:00.0,2779,2753.282,25.718,25.718
2022-01-14T01:00:00.0,2848,2848.0,0.0,0.0
2022-01-14T02:00:00.0,2888,2888.0,0.0,0.0
2022-01-14T03:00:00.0,2776,2776.0,0.0,0.0
2022-01-14T04:00:00.0,2671,2671.0,0.0,0.0
2022-01-14T05:00:00.0,2753,2753.0,0.0,0.0
2022-01-14T06:00:00.0,3101,3101.0,0.0,0.0
2022-01-14T07:00:00.0,3149,3149.0,0.0,0.0
2022-01-14T08:00:00.0,3017,3017.0,0.0,0.0
2022-01-14T09:00:00.0,3186,3186.0,0.0,0.0
2022-01-14T10:00:00.0,3394,3368.282,25.718,25.718
2022-01-14T11:00:00.0,3200,3200.0,0.0,0.0
2022-01-14T12:00:00.0,3187,3187.0,0.0,0.0
2022-01-14T13:00:00.0,2854,2854.0,0.0,0.0
2022-01-14T14:00:00.0,2657,2657.0,0.0,0.0
2022-01-14T15:00:00.0,2568,2568.0,0.0,0.0
2022-01-14T16:00:00.0,2493,2493.0,0.0,0.0
2022-01-14T17:00:00.0,2503,2503.0,0.0,0.0
2022-01-14T18:00:00.0,2454,2454.0,0.0,0.0
2022-01-14T19:00:00.0,2275,2275.0,0.0,0.0
2022-01-14T20:00:00.0,2232,2232.0,0.0,0.0
2022-01-14T21:00:00.0,2194,2194.0,0.0,0.0
2022-01-14T22:00:00.0,2109,2109.0,0.0,0.0
2022-01-14T23:00:00.0,1870,1870.0,0.0,0.0
2022-01-15T00:00:00.0,1802,1776.282,25.718,25.718
2022-01-15T01:00:00.0,1825,1825.0,0.0,0.0
2022-01-15T02:00:00.0,1826,1826.0,0.0,0.0
2022-01-15T03:00:00.0,1820,1820.0,0.0,0.0
2022-01-15T04:00:00.0,1800,1800.0,0.0,0.0
2022-01-15T05:00:00.0,1812,1812.0,0.0,0.0
2022-01-15T06:00:00.0,1824,1824.0,0.0,0.0
2022-01-15T07:00:00.0,1871,1871.0,0.0,0.0
2022-01-15T08:00:00.0,1885,1885.0,0.0,0.0
2022-01-15T09:00:00.0,1862,1862.0,0.0,0.0
2022-01-15T10:00:00.0,1889,1863.282,25.718,25.718
2022-01-15T11:00:00.0,1842,1842.0,0.0,0.0
2022-01-15T12:00:00.0,1809,1809.0,0.0,0.0
2022-01-15T13:00:00.0,1763,1763.0,0.0,0.0
2022-01-15T14:00:00.0,1725,1725.0,0.0,0.0
2022-01-15T15:00:00.0,1749,1749.0,0.0,0.0
2022-01-15T16:00:00.0,1718,1718.0,0.0,0.0
2022-01-15T17:00:00.0,1713,1713.0,0.0,0.0
2022-01-15T18:00:00.0,1719,1719.0,0.0,0.0
2022-01-15T19:00:00.0,1694,1694.0,0.0,0.0
2022-01-15T20:00:00.0,1709,1709.0,0.0,0.0
2022-01-15T21:00:00.0,1699,1699.0,0.0,0.0
2022-01-15T22:00:00.0,1652,1652.0,0.0,0.0
2022-01-15T23:00:00.0,1515,1515.0,0.0,0.0
2022-01-16T00:00:00.0,1486,1460.282,25.718,25.718
2022-01-16T01:00:00.0,1504,1504.0,0.0,0.0
2022-01-16T02:00:00.0,1501,1501.0,0.0,0.0
2022-01-16T03:00:00.0,1474,1474.0,0.0,0.0
2022-01-16T04:00:00.0,1482,1482.0,0.0,0.0
2022-01-16T05:00:00.0,1533,1533.0,0.0,0.0
2022-01-16T06:00:00.0,1536,1536.0,0.0,0.0
2022-01-16T07:00:00.0,1582,1582.0,0.0,0.0
2022-01-16T08:00:00.0,1621,1595.282,25.718,25.718
2022-01-16T09:00:00.0,1586,1586.0,0.0,0.0
2022-01-16T10:00:00.0,1544,1544.0,0.0,0.0
2022-01-16T11:00:00.0,1579,1579.0,0.0,0.0
2022-01-16T12:00:00.0,1597,1597.0,0.0,0.0
2022-01-16T13:00:00.0,1629,1629.0,0.0,0.0
2022-01-16T14:00:00.0,1538,1538.0,0.0,0.0
2022-01-16T15:00:00.0,1479,1479.0,0.0,0.0
2022-01-16T16:00:00.0,1478,1478.0,0.0,0.0
2022-01-16T17:00:00.0,1468,1468.0,0.0,0.0
2022-01-16T18:00:00.0,1473,1473.0,0.0,0.0
2022-01-16T19:00:00.0,1545,1545.0,0.0,0.0
2022-01-16T20:00:00.0,1569,1569.0,0.0,0.0
2022-01-16T21:00:00.0,1737,1737.0,0.0,0.0
2022-01-16T22:00:00.0,2127,2127.0,0.0,0.0
2022-01-16T23:00:00.0,2508,2508.0,0.0,0.0
2022-01-17T00:00:00.0,2735,2709.282,25.718,25.718
2022-01-17T01:00:00.0,2796,2796.0,0.0,0.0
2022-01-17T02:00:00.0,2889,2889.0,0.0,0.0
2022-01-17T03:00:00.0,2860,2860.0,0.0,0.0
2022-01-17T04:00:00.0,2829,2829.0,0.0,0.0
2022-01-17T05:00:00.0,2944,2944.0,0.0,0.0
2022-01-17T06:00:00.0,3189,3189.0,0.0,0.0
2022-01-17T07:00:00.0,3340,3340.0,0.0,0.0
2022-01-17T08:00:00.0,3415,3389.282,25.718,25.718
2022-01-17T09:00:00.0,3356,3356.0,0.0,0.0
2022-01-17T10:00:00.0,3485,3485.0,0.0,0.0
2022-01-17T11:00:00.0,3447,3447.0,0.0,0.0
2022-01-17T12:00:00.0,3297,3297.0,0.0,0.0
2022-01-17T13:00:00.0,3111,3111.0,0.0,0.0
2022-01-17T14:00:00.0,3156,3156.0,0.0,0.0
2022-01-17T15:00:00.0,3115,3115.0,0.0,0.0
2022-01-17T16:00:00.0,3210,3210.0,0.0,0.0
2022-01-17T17:00:00.0,3130,3130.0,0.0,0.0
2022-01-17T18:00:00.0,3104,3104.0,0.0,0.0
2022-01-17T19:00:00.0,3118,3118.0,0.0,0.0
2022-01-17T20:00:00.0,3100,3100.0,0.0,0.0
2022-01-17T21:00:00.0,3077,3077.0,0.0,0.0
2022-01-17T22:00:00.0,2996,2996.0,0.0,0.0
2022-01-17T23:00:00.0,3009,3009.0,0.0,0.0
2022-01-18T00:00:00.0,3002,2976.282,25.718,25.718
2022-01-18T01:00:00.0,3126,3126.0,0.0,0.0
2022-01-18T02:00:00.0,3151,3151.0,0.0,0.0
2022-01-18T03:00:00.0,3117,3117.0,0.0,0.0
2022-01-18T04:00:00.0,3160,3160.0,0.0,0.0
2022-01-18T05:00:00.0,3198,3198.0,0.0,0.0
2022-01-18T06:00:00.0,3119,3119.0,0.0,0.0
2022-01-18T07:00:00.0,3385,3385.0,0.0,0.0
2022-01-18T08:00:00.0,3462,3436.282,25.718,25.718
2022-01-18T09:00:00.0,3441,3441.0,0.0,0.0
2022-01-18T10:00:00.0,3465,3465.0,0.0,0.0
2022-01-18T11:00:00.0,3621,3621.0,0.0,0.0
2022-01-18T12:00:00.0,3613,3613.0,0.0,0.0
2022-01-18T13:00:00.0,3457,3457.0,0.0,0.0
2022-01-18T14:00:00.0,3348,3348.0,0.0,0.0
2022-01-18T15:00:00.0,3286,3286.0,0.0,0.0
2022-01-18T16:00:00.0,3186,3186.0,0.0,0.0
2022-01-18T17:00:00.0,3004,3004.0,0.0,0.0
2022-01-18T18:00:00.0,3096,3096.0,0.0,0.0
2022-01-18T19:00:00.0,3123,3123.0,0.0,0.0
2022-01-18T20:00:00.0,3183,3183.0,0.0,0.0
2022-01-18T21:00:00.0,3045,3045.0,0.0,0.0
2022-01-18T22:00:00.0,3022,3022.0,0.0,0.0
2022-01-18T23:00:00.0,2865,2865.0,0.0,0.0
2022-01-19T00:00:00.0,3011,2985.282,25.718,25.718
2022-01-19T01:00:00.0,3153,3153.0,0.0,0.0
2022-01-19T02:00:00.0,3201,3201.0,0.0,0.0
2022-01-19T03:00:00.0,3314,3314.0,0.0,0.0
2022-01-19T04:00:00.0,3396,3396.0,0.0,0.0
2022-01-19T05:00:00.0,3476,3476.0,0.0,0.0
2022-01-19T06:00:00.0,3523,3523.0,0.0,0.0
2022-01-19T07:00:00.0,3488,3488.0,0.0,0.0
2022-01-19T08:00:00.0,3610,3584.282,25.718,25.718
2022-01-19T09:00:00.0,3548,3548.0,0.0,0.0
2022-01-19T10:00:00.0,3554,3554.0,0.0,0.0
2022-01-19T11:00:00.0,3652,3652.0,0.0,0.0
2022-01-19T12:00:00.0,3722,3722.0,0.0,0.0
2022-01-19T13:00:00.0,3608,3608.0,0.0,0.0
2022-01-19T14:00:00.0,3235,3235.0,0.0,0.0
2022-01-19T15:00:00.0,3287,3287.0,0.0,0.0
2022-01-19T16:00:00.0,3382,3382.0,0.0,0.0
2022-01-19T17:00:00.0,3282,3282.0,0.0,0.0
